Date,Line_No,Responsible_Department,Problem_Name,M/C_ID,Problem_Start_Time,Problem_End_Time,Total_Downtime (Min)
4-Jul-2022,Line 19, Needle Breakage, Needle Breakage,SNLS 2606,07:52,08:03,11
4-Jul-2022,Line 19,Maintenance,Mechine change,DNFB 0120,08:31,08:34,3
4-Jul-2022,Line 19,Quality,Pattern problem QC,mark table,12:59,13:11,12
4-Jul-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0218,1:15,1:22,7
4-Jul-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0082,1:32,1:43,11
4-Jul-2022,Line 19, Needle Breakage, Needle Breakage,KAN 0029,02:35,02:50,15
4-Jul-2022,Line 19,Maintenance,SKIP,KAN 0029,03:01,03:06,5
4-Jul-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0167,03:08,03:23,15
4-Jul-2022,Line 19,Cutting,No input,DNFB 0120,03:31,03:44,13
4-Jul-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0167,03:53,04:45,52
4-Jul-2022,Line 19,Maintenance,Thread-Cut & Rethreading,DNCS 0082,04:18,04:30,12
4-Jul-2022,Line 19,Maintenance,Machine run problem,SNLS 2179,05:09,05:14,5
4-Jul-2022,Line 19,Maintenance,Thread Twisted,5TOL 0318,06:56,07:04,8
4-Jul-2022,Line 20,Maintenance,Uneven Tension,SNLS 2279,07:30,07:38,8
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,FLCB 0011,08:23,08:29,6
4-Jul-2022,Line 20,Maintenance,No Stitch Body,FLCB 0011,08:41,08:48,7
4-Jul-2022,Line 20,Maintenance,Skip Broken,SNLS 2178,09:26,09:35,9
4-Jul-2022,Line 20,Maintenance,Skip,4tol 0095,9:24,10:15,51
4-Jul-2022,Line 20,Maintenance,No Setup Gez,overlock,9:24,9:37,13
4-Jul-2022,Line 20,Maintenance,Skip Issue,DNCS 0170,9:46,10:05,19
4-Jul-2022,Line 20,Maintenance,Skip Issue,SNLS 2178,10:16,10:34,18
4-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4Tol,11:23,11:28,5
4-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,FLCB 0011,01:01,01:06,5
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2065,01:15,01:21,6
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS,01:27,01:35,8
4-Jul-2022,Line 20,Maintenance,Skip Issue,5Tol 0269,01:44,01:49,5
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS,01:51,01:57,6
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,4tol 0073,02:45,03:21,36
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,DNCS 0170,02:49,02:56,7
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2121,02:59,03:07,8
4-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4tnb 0008,05:26,05:30,4
4-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4tol 0054,05:52,05:57,5
4-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNZZ 0003,05:53,05:59,6
4-Jul-2022,Line 21,IE,Absent fill-up,5TOL-0265,07:00,07:17,17
4-Jul-2022,Line 21,Production,Late,5TOL-0164,07:00,07:08,8
4-Jul-2022,Line 21,IE,Absent fill-up,SNLS-2159,07:00,07:28,28
4-Jul-2022,Line 21,Production,Late,SNLS-2151,07:00,07:18,18
4-Jul-2022,Line 21,IE,Absent fill-up,DNCS-0012,07:00,07:26,26
4-Jul-2022,Line 21,Production,Late,,07:00,07:12,12
4-Jul-2022,Line 21,Production,Late,SNLS-2607,07:00,07:18,18
4-Jul-2022,Line 21,IE,Absent fill-up,5TOL-0287,07:00,07:25,25
4-Jul-2022,Line 21,Production,Late,4TOL-0276,7:00,7:12,12
4-Jul-2022,Line 21,IE,Absent fill-up,5TOL-0166,7:00,7:17,17
4-Jul-2022,Line 21,Production,Late,DNCS-0060,7:00,7:18,18
4-Jul-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0164,07:12,07:31,19
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,07:56,08:02,6
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0205,08:24,08:32,8
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0012,11:48,11:55,7
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0012,12:03,12:10,7
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0287,01:39,01:45,6
4-Jul-2022,Line 21,Store,Label Short,SNLS-1801,01:47,02:04,17
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,02:46,02:54,8
4-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,03:15,03:26,11
4-Jul-2022,Line 21,Maintenance,M/C Roller,DNCS-0012,03:50,04:02,12
4-Jul-2022,Line 21,Maintenance,M/C Change,DNCS-0031,05:00,05:00,0
4-Jul-2022,Line 21,Maintenance,Vacuum Thread cut,5TOL-0305,05:35,05:41,6
4-Jul-2022,Line 15,Maintenance,Pressure Foot,FCI-SNLS-2124,07:45,07:55,10
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI- 4TOL-0056,08:14,08:17,3
4-Jul-2022,Line 15,Maintenance,Jamming,FCI-SNLS-2293,08:51,08:58,7
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,08:51,08:55,4
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,09:04,09:06,2
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0056,09:21,09:25,4
4-Jul-2022,Line 15,Quality,Quality Issue ,FCI-SNLS-2762,08:55,09:05,10
4-Jul-2022,Line 15,Quality,Quality  Issue ,FCI-SNLS-2090,08:55,09:05,10
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,09:42,09:45,3
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI- 4TOL-0056,09:42,09:45,3
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,10:13,10:15,2
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0320,10:37,10:41,4
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,11:54,11:58,4
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,12:17,12:19,2
4-Jul-2022,Line 15,Needle Breakage,Needle Breakage,FCI-5TOL-0223,12:17,12:21,4
4-Jul-2022,Line 15,Needle Breakage,Needle Breakage,3M1-YF-03055,12:21,12:24,3
4-Jul-2022,Line 15,Needle Breakage,Needle Breakage,FCI-5TOL-0320,12:23,12:26,3
4-Jul-2022,Line 15,Needle Breakage,Needle Breakage,FCI-5TOL-0173,12:31,12:36,5
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,12:38,12:40,2
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,12:49,12:51,2
4-Jul-2022,Line 15,Maintenance,Cleaning,FCI-5TOL-0667,12:49,12:55,6
4-Jul-2022,Line 15,Maintenance,Motor Problem,FCI-5TOL-0258,12:55,13:00,5
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,13:03,13:08,5
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0056,13:36,13:30,-6
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0245,13:41,13:45,4
4-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0295,14:27,14:31,4
4-Jul-2022,Line 15,Maintenance,Gauge Adjustment,FCI-DNCS- 86-0010877,14:46,14:53,7
4-Jul-2022,Line 15,Maintenance,Uneven Tension,FCI-SNLS-2089,15:01,15:04,3
4-Jul-2022,Line 15,Maintenance,Looper Cut,FCI-4TOL-0056,17:11,17:26,15
5-Jul-2022,Line 14,Maintenance,Back stitch,YNG-DNCS-0015,7:09,7:12,3
5-Jul-2022,Line 14,Maintenance,Oil leakage,FCI-5TOL-0260,7:14,7:18,4
5-Jul-2022,Line 14,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0321,7:15,7:19,4
5-Jul-2022,Line 14,Maintenance,Skip & Machine Change,YNG-DNCS-0015,7:27,7:43,16
5-Jul-2022,Line 14,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0277,7:46,7:49,3
5-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-DNCS-0133,7:47,8:00,13
5-Jul-2022,Line 14,Maintenance,Skip,FCI-5TOL-0321,8:03,8:09,6
5-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-SNLS-2084,8:22,8:27,5
5-Jul-2022,Line 14,Maintenance,Thread-Cut & Rethreading,FCI-SNLS-2048,8:35,8:38,3
5-Jul-2022,Line 14,Lean,Excess WIP,line-14,8:43,9:00,17
5-Jul-2022,Line 14,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0321,9:03,9:07,4
5-Jul-2022,Line 14,Technical,Technicial Problem,FCI-SNLS-2106,9:18,9:25,7
5-Jul-2022,Line 14,Maintenance,Roller Change & Technical,FCI-SNLS-2106,10:33,10:49,16
5-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-DNCS-0012,10:39,10:52,13
5-Jul-2022,Line 14, Needle Breakage, Needle Breakage,YNG-DNCS-0008,12:57,13:11,14
5-Jul-2022,Line 15,Maintenance,Needle Breakage ,F-5TOL-0295,07:19,07:26,7
5-Jul-2022,Line 15,Maintenance,Needle Change,FCI-4TOL-0259,07:53,08:08,15
5-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0259,08:00,08:08,8
5-Jul-2022,Line 15,Maintenance, Needle Breakage,FCI-5TOL-0323,09:00,09:06,6
5-Jul-2022,Line 15,Maintenance, Needle Breakage,FCI-5TOL-0323,09:08,09:13,5
5-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0323,11:56,12:28,32
5-Jul-2022,Line 15,Maintenance, Needle Breakage,FCI-5TOL-0223,12:36,12:38,2
5-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0245,14:21,14:24,3
5-Jul-2022,Line 17,Maintenance,Folder Adjustment,FCI-5TOL-0283,07:55,08:07,12
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SNLS-2023,08:28,08:36,8
5-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0025,08:30,08:33,3
5-Jul-2022,Line 17,Cutting,Facing Shortage,FCI-5TOL-0283,09:10,09:22,12
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0018,09:25,09:32,7
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0031,09:26,09:32,6
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SNLS-2023,09:50,09:57,7
5-Jul-2022,Line 17,Maintenance,Jamming,FCI-SNLS-2177,10:25,10:30,5
5-Jul-2022,Line 17,Maintenance,M/C Change,FCI-SNLS-2116,10:30,10:40,10
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0018,10:32,10:40,8
5-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0025,12:33,12:36,3
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0018,14:20,14:27,7
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0031,14:20,14:27,7
5-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0049,14:45,14:49,4
5-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,15:25,15:30,5
5-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0265,15:35,15:39,4
5-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SNLS-0002,15:40,15:47,7
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,GEM-8200,08:16,08:24,8
5-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0304,09:18,09:21,3
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,5TOL-0157,10:11,10:18,7
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,DNCS-0008,11:18,11:26,8
5-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0322,11:31,11:33,2
5-Jul-2022,Line 18,Maintenance,Paddle Problem,SNLS-2170,12:13,12:16,3
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,DNCS-0085,01:03,01:10,7
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,5TOL-0303,02:38,02:46,8
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,5TOL-0304,03:35,03:42,7
5-Jul-2022,Line 18, Needle Breakage, Needle Breakage,SBLS-0046,03:51,03:57,6
5-Jul-2022,Line 18,Maintenance,Loose Paddle,DNCS-0064,9:25,9:31,6
5-Jul-2022,Line 18,Maintenance,Skip Stitch,5TOL-0157,9:33,9:41,8
5-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0152,11:05,11:08,3
5-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0322,11:17,11:21,4
5-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,SNLS-2096,1:20,1:30,10
5-Jul-2022,Line 19,Production,Operator Late,SNLS 2354,7:00,7:10,10
5-Jul-2022,Line 19,IE,Absent Fillup,SNLS 2130,7:00,7:12,12
5-Jul-2022,Line 19,IE,Absent Fillup,KAN 0020,7:00,7:17,17
5-Jul-2022,Line 19,Production,Operator Late,KAN 0029,7:00,7:43,43
5-Jul-2022,Line 19,Maintenance,Mechine Error System,DNFB 0120,7:57,8:00,3
5-Jul-2022,Line 19,Quality,Quality Problem,Full line,8:10,8:40,30
5-Jul-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0668,8:53,9:05,12
5-Jul-2022,Line 19,Cutting,No Input,DNFB 0120,8:55,9:14,19
5-Jul-2022,Line 19, Needle Breakage, Needle Breakage,KAN 0050,10:11,10:17,6
5-Jul-2022,Line 19, Needle Breakage, Needle Breakage,KAN 0050,10:51,10:59,8
5-Jul-2022,Line 19,Production,Colour Change,SNLS 2134,11:09,11:14,5
5-Jul-2022,Line 19,Maintenance,Mechine Stand Problem,SNLS 2658,12:22,12:25,3
5-Jul-2022,Line 19, Needle Breakage, Needle Breakage,DNCS 0165,10:30,10:37,7
5-Jul-2022,Line 19,Maintenance,Thread Twisted,SNLS 2134,1:06,1:11,5
5-Jul-2022,Line 19, Needle Breakage, Needle Breakage,KAN 0002,1:17,1:28,11
5-Jul-2022,Line 19,Maintenance,Thread Twisted,SNLS 2134,2:39,2:45,6
5-Jul-2022,Line 19,Maintenance,Thread-Cut & Rethreading,SNLS 2134,4:19,4:26,7
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2121,10:36,10:43,7
5-Jul-2022,Line 20,Lean,Excess WIP,,11:20,11:40,20
5-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4TOL 0073,11:23,11:28,5
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2017,12:29,12:36,7
5-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,5TOL 0291,1:23,1:27,4
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,FLCB 0011,1:46,1:53,7
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,4TOL,3:09,3:18,9
5-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,5TOL 0073,4:13,4:17,4
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2017,5:08,5:16,8
5-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 1903,5:41,5:47,6
5-Jul-2022,Line 21, Needle Breakage, Needle Breakage,SNLS-2607,07:43,07:51,8
5-Jul-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0254,07:50,08:00,10
5-Jul-2022,Line 21,Maintenance,Nose Problem,5TOL-226,08:19,08:21,2
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0164,08:22,08:27,5
5-Jul-2022,Line 21,Maintenance,Knife Sharp,5TOL-0164,08:36,08:44,8
5-Jul-2022,Line 21,Production,Thread Finish & Re-threading,5TOL-0254,09:06,09:12,6
5-Jul-2022,Line 21,Store,label Shortage,SNLS-2144,09:08,09:23,15
5-Jul-2022,Line 21,Store,label Shortage,SNLS-2171,09:08,09:23,15
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0031,09:32,09:38,6
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0246,10:19,10:24,5
5-Jul-2022,Line 21, Needle Breakage, Needle Breakage,DNCS-0060,10:28,10:37,9
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0265,11:16,11:20,4
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0305,1:44,1:48,4
5-Jul-2022,Line 21, Needle Breakage, Needle Breakage,5TOL-0265,2:00,2:12,12
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0254,2:12,2:17,5
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0244,3:18,3:24,6
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0031,3:32,3:37,5
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0246,4:12,4:18,6
5-Jul-2022,Line 21,Maintenance,Skip Stitch,5TOL-0265,4:28,4:45,17
5-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0164,5:12,5:17,5
6-Jul-2022,Line 14,Maintenance,Machine Change,FCI- SNLS-2124,7:49,7:56,7
6-Jul-2022,Line 14,Maintenance,Machine Change,FCI-BT-0087,7:59,8:08,9
6-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-BT-0087,8:23,8:27,4
6-Jul-2022,Line 14,Store,Level Short,FCI-SNLS-2175,8:19,8:31,12
6-Jul-2022,Line 14,Store,Level short,FCI-SNLS-2759,8:21,8:31,10
6-Jul-2022,Line 14,Store,Level Short,F-SNLS-2091,8:21,8:31,10
6-Jul-2022,Line 14,Maintenance,Spot Mark & Machine Clean,FCI-BT-0087,8:39,8:48,9
6-Jul-2022,Line 14,Maintenance,Excess T/C,FCI-BT-0087,8:58,9:07,9
6-Jul-2022,Line 14,Maintenance,Driver change,FCI-BT-0087,9:30,9:41,11
6-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-BT-0087,9:42,9:50,8
6-Jul-2022,Line 14,Maintenance,Jamming,FCI-BT-0087,10:01,10:10,9
6-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-BT-0087,10:16,10:22,6
6-Jul-2022,Line 14,Quality,Excess WIP,,10:18,13:05,167
6-Jul-2022,Line 14,Quality,Excess WIP,,12:00,13:05,65
6-Jul-2022,Line 14,Maintenance,T/C & Machine Jam,FCI-DNFB-0117,13:13,14:05,52
6-Jul-2022,Line 14,Maintenance,Machine Speed,FCI-SNLS-2112,14:14,14:19,5
6-Jul-2022,Line 14,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0133,14:26,14:30,4
6-Jul-2022,Line 14, Needle Breakage, Needle Breakage,FCI-ECUT-0267,12:47,12:57,10
6-Jul-2022,Line 14,Maintenance,Uneven Tension,FCI-SNLS-2124,10:48,10:53,5
6-Jul-2022,Line 14,Maintenance,Bobbin Problem,FCI-SNLS-2091,12:24,12:27,3
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0025,7:06,7:10,4
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0265,7:16,7:19,3
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0265,7:30,7:33,3
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0025,7:57,8:01,4
6-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0031,8:09,8:15,6
6-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0018,8:09,8:16,7
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0025,8:45,8:49,4
6-Jul-2022,Line 17,Maintenance,Jamming,FCI-DNCS-0025,8:50,8:58,8
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FC-4TOL-0263,12:30,12:33,3
6-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0018,11:10,11:17,7
6-Jul-2022,Line 17, Needle Breakage, Needle Breakage,FCI-SBLS-0031,11:10,11:18,8
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-DNCS-0027,13:47,13:51,4
6-Jul-2022,Line 17,Maintenance,Uneven Tension,FCI-SNLS-2105,14:51,14:57,6
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0265,14:52,14:55,3
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0265,14:57,14:59,2
6-Jul-2022,Line 17,Production,Excess WIP,,14:50,15:05,15
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0049,15:40,15:45,5
6-Jul-2022,Line 17,Maintenance,Thread-Cut & Rethreading,FCI-4TOL-0061,16:15,16:19,4
6-Jul-2022,Line 17,Maintenance,Skip Stitch,FCI-SNLS-2066,17:00,17:08,8
6-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,DNCS-0029,9:02,9:07,5
6-Jul-2022,Line 18,Maintenance,Roller Adjustment,DNCS-0003,10:25,10:29,4
6-Jul-2022,Line 18, Needle Breakage, Needle Breakage,GEM-8200,12:41,12:48,7
6-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0251,1:16,1:18,2
6-Jul-2022,Line 18, Needle Breakage, Needle Breakage,SBLS-0039,2:12,2:18,6
6-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,DNCS-0085,2:45,2:48,3
6-Jul-2022,Line 18,Maintenance,Spring Broken,SBLS-0039,2:53,2:58,5
6-Jul-2022,Line 18, Needle Breakage, Needle Breakage,DNCS-0085,3:28,3:34,6
6-Jul-2022,Line 18, Needle Breakage, Needle Breakage,SBLS-0039,4:14,4:22,8
6-Jul-2022,Line 18,Maintenance,Thread-Cut & Rethreading,5TOL-0322,5:18,5:21,3
6-Jul-2022,Line 19,Production,Absent Fillup,BH 0028,7:00,7:12,12
6-Jul-2022,Line 19,Production,Absent Fillup,SNLS 2658,7:00,7:25,25
6-Jul-2022,Line 19,Production,Absent Fillup,SNLS 2301,7:00,7:31,31
6-Jul-2022,Line 19,IE,Absent Fillup,DNCS,7:00,7:36,36
6-Jul-2022,Line 19, Needle Breakage, Needle Breakage,4TOL 0260,7:44,7:53,9
6-Jul-2022,Line 19, Needle Breakage, Needle Breakage,KAN 0029,8:41,8:48,7
6-Jul-2022,Line 19,Maintenance,Skip Stitch,KAN 0050,8:44,9:20,36
6-Jul-2022,Line 19, Needle Breakage, Needle Breakage,5TOL 0218,10:33,10:39,6
6-Jul-2022,Line 19,Maintenance,Twisting,5TOL 0318,11:03,11:10,7
6-Jul-2022,Line 19,Maintenance,M/C Error System,DNFB 0120,2:49,3:00,11
6-Jul-2022,Line 19,Maintenance,Skip Stitch,KAN 0002,3:06,3:21,15
6-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4TNB 0008,8:24,8:28,4
6-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNZZ 0003,8:29,8:38,9
6-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4Tol 0054,9:03,9:05,2
6-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4tol 0073,9:13,9:17,4
6-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,5tol 0291,9:21,9:25,4
6-Jul-2022,Line 20,Maintenance,Skip Stitch,5Tol 0291,10:15,10:21,6
6-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 2178,12:48,12:54,6
6-Jul-2022,Line 20, Needle Breakage, Needle Breakage,SNLS 1903,1:22,1:28,6
6-Jul-2022,Line 20, Needle Breakage, Needle Breakage,4TOL,2:45,2:58,13
6-Jul-2022,Line 20,Maintenance,Thread-Cut & Rethreading,4Tol 0054,3:49,3:53,4
6-Jul-2022,Line 20,Maintenance,Broken Stitch,SNLS 2279,4:03,4:17,14
6-Jul-2022,Line 21,IE,Absent fill-up,5TOL-0246,7:00,7:23,23
6-Jul-2022,Line 21,Production,Late,DNCS-0088,7:00,7:13,13
6-Jul-2022,Line 21,Production,Late,5TOL-0287,7:00,7:24,24
6-Jul-2022,Line 21,Production,Late,SNLS-2311,7:00,7:22,22
6-Jul-2022,Line 21,Production,Late,5TOL-0164,7:00,7:15,15
6-Jul-2022,Line 21,Maintenance,Cleaning,SNLS-2341,7:31,7:35,4
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0246,7:23,7:40,17
6-Jul-2022,Line 21,Lean,Excess WIP,SNLS-,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,SNLS-2160,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,SNLS-2304,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,5TOL-0246,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,DNCS-0080,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,,8:00,8:39,39
6-Jul-2022,Line 21,Lean,Excess WIP,SNLS-2171,8:24,8:39,15
6-Jul-2022,Line 21,Lean,Excess WIP,,8:24,8:39,15
6-Jul-2022,Line 21, Needle Breakage, Needle Breakage,SBLS-0011,8:12,8:21,9
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,305,9:33,9:38,5
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0226,1:31,1:36,5
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0299,3:04,3:13,9
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,5TOL-0254,3:47,3:53,6
6-Jul-2022,Line 21,Maintenance,Thread-Cut & Rethreading,DNCS-0031,4:21,4:26,5
6-Jul-2022,Line 15,Maintenance,Back Stitch & Machine Change,FCI-SNLS-2124,07:27,07:41,14
6-Jul-2022,Line 15,Maintenance,Jamming,FCI-DNCS-3055,07:40,07:46,6
6-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0323,09:23,09:27,4
6-Jul-2022,Line 15,Maintenance,Thread-Cut & Rethreading,FCI-5TOL-0259,09:26,09:35,9
